#format x_y_z_r
-0.0361222	-0.0201806	0.00732774	0.0075
-0.00481541	-0.028573	0.00733835	0.0075
-0.0172604	-0.0202701	0.00738089	0.0075
-0.0017089	-0.0117325	0.0294149	0.0075
-0.0134796	-0.0183909	0.0358054	0.0075
-0.0277896	0.00134143	0.00725459	0.0075
-0.00659196	-0.0276533	0.0250264	0.0075
-0.00715042	-0.00533468	0.0417999	0.0075
-0.00414208	-0.0405816	0.0321037	0.0075
-0.0283453	-0.0121363	0.0309132	0.0075
0.00379136	-0.00776609	0.0073582	0.0075
-0.00379914	-0.0016757	0.0186408	0.0075
-0.0266736	-0.0114647	0.0148874	0.0075
-0.0135194	-0.00574084	0.00749109	0.0075
-0.0192188	0.000464275	0.0352017	0.0075
-0.0207315	-0.0229648	0.0235388	0.0075
-0.00361878	-0.0405324	0.0165506	0.0075
0.0088931	-0.0405516	0.0247885	0.0075
0.00937813	-0.014039	0.0197548	0.0075
-0.0154107	-0.0090006	0.0242705	0.0075
-0.0297938	-0.0284893	0.034176	0.0075
-0.0401647	-0.00775821	0.019985	0.0075
-0.0153154	-0.0390974	0.00731237	0.0075
-0.0174328	-0.0374779	0.0218904	0.0075
-0.0267346	-0.0307475	0.0122552	0.0075
-0.00547721	-0.0161458	0.0155878	0.0075
-0.0355736	-0.0218513	0.022124	0.0075
-0.0347753	-0.0241923	0.0555166	0.0075
-0.0132322	-0.0405384	0.0864611	0.0075
-0.0355012	-0.0219154	0.0876732	0.0075
-0.00795507	-0.0406136	0.0725605	0.0075
-0.00330564	-0.0288858	0.0990361	0.0075
-0.0149633	-0.0392909	0.059515	0.0075
-0.00704842	-0.00949856	0.0721029	0.0075
-0.0148175	-0.0258494	0.0887492	0.0075
-0.0132343	-0.0152478	0.0581689	0.0075
-0.0158879	-0.0218927	0.103126	0.0075
-0.0179344	-0.0371097	0.0367105	0.0075
-0.0394268	-0.0100294	0.0542505	0.0075
-0.0260366	-0.0311822	0.0654697	0.0075
0.00110447	-0.0405653	0.0908439	0.0075
-0.00670087	-0.0053991	0.131414	0.0075
-0.00308754	-0.0284402	0.0798158	0.0075
-0.0109983	-0.0195859	0.129337	0.0075
-0.0399748	-0.00816533	0.0690758	0.0075
-0.0265144	-0.00364411	0.0996148	0.0075
8.9139e-06	-0.0261192	0.120056	0.0075
-0.00841583	-0.0056547	0.146312	0.0075
-0.0261285	-0.0311221	0.080451	0.0075
-0.00417816	-0.0322772	0.133386	0.0075
-0.0270001	-0.0151656	0.125928	0.0075
-0.00753627	-0.0406575	0.0466862	0.0075
-0.00217822	-0.00540432	0.0558916	0.0075
-0.0170699	0.00286137	0.04975	0.0075
0.0020617	-0.00508798	0.100552	0.0075
-0.0230555	-0.0180884	0.0472861	0.0075
-0.0184243	-0.0182875	0.0763499	0.0075
-0.0369544	-0.0178114	0.0417148	0.0075
-0.018527	-0.0113604	0.0896052	0.0075
-0.0301191	0.00265641	0.0722954	0.0075
0.000632528	-0.0184096	0.0628155	0.0075
-0.00252426	-0.00328767	0.1147	0.0075
-0.0240041	-0.0327484	0.049629	0.0075
-9.12565e-05	-0.0185359	0.0425412	0.0075
-0.0302964	-0.018258	0.101536	0.0075
